poem_name,poem_meter,poem_content,line_count
أضاف إلي الليل طول تفكر,طويل,"أَضافَ إِلَيَّ اللَيلُ طولَ تَفَكُّرِ
وَهَمّاً مَتى يُستَمطَرِ الدَمعُ يَقطُرُ
وَقالَ الغَواني قَد تَنَكَّرتَ بَعدَنا
وَهَل دامَ ذو عَهدٍ فَلَم يَتَنَكَّرِ
تَعاوَدَتِ الأَسقامُ جِسمي فَلَم تَدَع
لِعُوّادِهِ غَيرَ القَميصِ المُزَرَّرِ
أَلا رُبَّ كَأسٍ قَد سَبَقتُ لِشُربِها
صَباحاً كَبازٍ هَمَّ بِالنَهضِ أَقمَرِ
وَقَد صَغَتِ الجَوزاءُ حَتّى كَأَنَّها
وَراءَ نُجومٍ هاوِياتٍ وَغُوَّرِ
صُنوجٌ عَلى رَقّاصَةٍ قَد تَمايَلَت
لِتُلهِيَ شَرباً بَينَ دُفٍّ وَمِزهَرِ
وَقُلتُ لِساقِ الراحِ لا تَعقِرَنَّها
بِماءٍ وَأَحزاناً بِصِرفِكَ فَاِعقِرِ
وَلا تَسقِنيها بِنتَ عامٍ فَإِنَّها
كَما هِيَ في عُنقودِها لَم تَغَيَّرِ
قَريبَةُ عَهدٍ بِالغُصونِ وَبِالثَرى
وَبِالشُربِ مِن ماءِ الفُراتِ المُفَجَّرِ
وَلَيلٍ مُوَشّى بِالنُجومِ صَدَعتُهُ
إِلى صُبحِهِ صَدعَ الرِداءِ المُحَبَّرِ
وَيا حاسِداً يَكوي التَلَهُّفُ قَلبَهُ
إِذا ما رَآهُ عادِياً وَسطَ عَسكَرِ
تَصَفَّح بَني الدُنيا فَهَل فيهُمُ لَهُ
نَظيرٌ تَراهُ وَاِجتَهِد وَتَفَكَّرِ",12
من غلا عنده السرور رخيص,طويل,"من غلا عنده السرور رخيص
كاسد السوق في كبار الأمور
والذي يستحق كل سرور
عجبًا يزدري بكل سرور
إن غلا عندنا النعيم رخصنا
ويلنا ويلنا بدار الغرور",3
أمولاي عز الدين كم قال شاعر,طويل,"أَمَوْلايَ عِزَّ الدِّينِ كَمْ قَالَ شَاعِرٌ
خَلِيلَيَّ مَسْرُوراً بِها مُتَلَذِّذا
وَأَنتَ وَفَخْرُ الدِّينِ أَدْعُوكُما مَعَاً
خَلِيلىَّ لا بَلْ سَيّدَيَّ وَفَوْقَ ذا
وبَيْنكُما مَا خَابَ قَصْدُ مُؤَمَّلٍ
وَبَيْتُكُماالدَّارىُّ كالمِسْكِ والشَّذا",3
جزى الله خيرا من أمير وباركت,طويل,"جَزى اللَهُ خَيراً مِن أَميرٍ وَبارَكَت
يَدُ اللَهُ في ذاكَ الأَديمِ المُمَزَّقِ
فَمَن يَسعَ أَو يَركَب جَناحَي نَعامَةٍ
لِيُدرِكَ ما قَدَّمتَ بِالأَمسِ يُسبَقِ
قَضَيتَ أُموراً ثُمَّ غادَرتَ بَعدَها
بَوائِجَ في أَكمامِها لَم تُفَتَّقِ
أَبَعدَ قَتيلٍ بِالمَدينَةِ أَظلَمَت
لَهُ الأَرضُ تَهتَزُّ العِضاهُ بِأَسؤُقِ
تَظَلُّ الحَصانُ البِكرُ يُلقي جَنينَها
نَثا خَبَرٍ فَوقَ المَطِيِّ مُعَلَّقِ
وَما كُنتُ أَخشى أَن تَكونَ وَفاتُهُ
بِكَفَّي سَبَنتى أَزرَقِ العَينِ مُطرِقِ",6
أيا ابن رجاء وابنه الخير لا يزل,طويل,"أيا ابنَ رجاءٍ وابنَهُ الخيرَ لا يزلْ
رجاءٌ نحيفٌ يَغْتَدي بكَ بادنا
مَنَحْتُكَ من وُدِّي مُقيماً مكانَهُ
يُبارِي ثَناءً لم يزلْ فيكَ ظاعنا
أَعُدُّكَ في الزُّهْر التي هي سبعةٌ
بديئاً ويأبَى الحقُّ عَدِّيكَ ثامنا
وإنْ كان فيها المشتري وهو سعدُها
وشمسُ الضُّحى والبدرُ غُرَّاً أَيامِنا
ولا بدَّ مِن صِدْقيكَ والصِّدقُ واجبٌ
لكل صديقٍ يَسْتصِحُّ البطائنا
بشعرِكَ عَيْبٌ فاحشٌ غيرَ أَنَّهُ
إذا عُدَّ زَيْن لم يزل لك زائنا
أُبوَّة آباء إذا قِيسَ مجدُهُمْ
بشعرِكَ عفَّى منه تلك المحاسنا
وإن كان شعراً للضمير ملائماً
حلالاً ولطفاً للنظيرِ مُبائنا
أُدِقَّتْ معانيهِ وفُخِّمَ لفظُه
فغادر أشتاتَ القلوبِ قرائنا
غدا غيرَ ملحون غُدوَّ مُلَحَّنٍ
وراح بأسرارِ البلاغة لاحنا
فألهَى امْرَأً تسكينُهُ متحركاً
وأبكى امرَأً تحريكهُ منه ساكنا
فَمُلِّئْتَهُ لا باذلاً حُرَّ وَجههِ
ومُلِّئتُما فَضلاً من الله صائنا",12
إلى أي شطر من حياتي أيمّمُ,طويل,"إلى أي شطر من حياتي أيمّمُ
وكلُّ الذي فيها سموم وعلقمُ
وما أبتغي منها وقدماً عرفتها
وقد عشت فيها ناقماً أتبرم
وما ذقت إلا شدة البؤس والبلا
فحسبي من دنياي ما كنت أعلم",3
إلهي كن لي حيث عدلك حاكم,طويل,"إلهيَ كن لي حيثُ عدلُك حاكمٌ
وحيث الذي ألقاك فيه يُبَهِّظُ
وحيث الخفي يبدو تجاهَكَ حاسراً
وحيث الذي هو غافلٌ يتيقَّظُ
وحيثُ الحكيم الندبُ يظهر جاهلاً
وحيث الفمُ المنطيقُ لا يَتلفَّظُ
وحيث عصا الديانِ أمضى من القنا
وحيث نِبالُ الحكم تُجلَى وتُرْعَظُ
ووحيث حُنُوُّ الوالدين مضيَّعٌ
وحيث قلوب أولي المحبة تَغلُظُ
وحيث مجاز الناس بالخوف والحيا
وحيث الخطايا كالأراقم تَلحَظُ
وحيث الجَمال الغضُّ يظهر ذاوياً
وحيث سجلُّ الإثم يتلى ويُحفَظُ
وحيث تُمَيِّزْ فيه كُلّاً كفعله
وحيث هو العِرضُ المدنَّسُ يُكرَظُ
وحيث هوَ الصدِّيق في المجد غارقٌ
وحيث هو الشرّير في النار يُعكَظُ
وحيث الشقيْ باليأس صاحِ مسربلٌ
وحيث التَّقيْ من خوفه يتحفظُ
وحيث هوَ الوعظُ المهذَّب مبطَلٌ
وحيث هو الكسلان بالنار يوعظُ
وحيث هي الشهْوات كالموت ذوقُها
وحيث هو الإمساك والنسك أوعظُ
أجبني بأم الطهر مريم فوزِنا
وشمسَ الهدى هَدْي البرية تَلحَظُ",13
خذي نفسي يا ريح من جانب الحمى,طويل,"خُذي نَفسِيَ يا ريحُ مِن جانِبِ الحِمى
فَلاقي بِها لَيلاً نَسيمَ رُبى نَجدِ
فَإِنَّ بِذاكَ الحَيَّ إِلفاً عَهِدتُهُ
وَبِالرَغمِ مِنّي أَن يَطولَ بِهِ عَهدي
وَلَولا تَداوِ القَلبِ مِن أَلِمِ الجَوى
بِذِكرِ تَلاقينا قَضَيتُ مِنَ الوَجدِ
وَيا صاحِبيَّ اليَومَ عوجا لَتَسأَلا
رُكَيباً مِنَ الغَورَينِ أَنضاؤُهُم تَخذي
عَنِ الحَيَّ بِالجَرعاءِ جَرعاءِ مالِكٍ
هَلِ اِرتَبَعوا وَاِخضَرَّ واديهِمُ بَعدي
كَأَنَّ بِعَيني بَعدَهُم غائِرَ القَذى
إِذا أَنا لَم أَنظُر إِلى العَلَمِ الفَردِ
شَمَمتُ بِنَجدٍ شيحَةً حاجِرِيَّةً
فَأَمطَرتُها دَمعي وَأَفرَشتُها خَدّي
ذَكَرتُ بِها رَيّا الحَبيبِ عَلى النَوى
وَهَيهاتَ ذا يابُعدَ بَينِهِما عِندي
وَإِنّي لَمَجلوبٌ لِيَ الشَوقُ كُلَّما
تَنَفَّسَ شاكٍ أَو تَأَلَّمَ ذو وَجدِ
تَعَرَّضُ رُسلُ الشَوقِ وَالرَكبُ هاجِدٌ
فَتوقِظُني مِن بَينِ نُوّامِهِم وَحدي
فَقُلتُ لِأَصحابي أَلا تَتَزافَروا
رُوَيدَكُمُ إِنَّ الهَوى داؤُهُ يُعدي
وَما شَرِبَ العُشّاقُ إِلّا بَقِيَّتي
وَلا وَرَدوا في الحُبِّ إِلّا عَلى وِردي",12
يقولون نصرانية أم خالد,طويل,"يَقولونَ نَصرانيَّةٌ أُمُّ خالِدٍ
فَقُلتُ ذَروها كُلُّ نَفسٍ وَدينُها
فَإِن تَكُ نَصرانيَّةً أُمُّ خالِدٍ
فَإِنَّ لَها وَجهاً جَميلاً يزَينُها
وَلا عَيبَ فيها غَيرَ زُرقَةِ عَينِها
كَذاكَ عِتاقُ الطَيرِ زُرقٌ عيونُها",3
تغرب عن الأوطان في طلب العلا,طويل,"تَغَرَّب عَنِ الأَوطانِ في طَلَبِ العُلا
وَسافِر فَفي الأَسفارِ خَمسُ فَوائِدِ
تَفَرُّجُ هَمٍّ وَاِكتِسابُ مَعيشَةٍ
وَعِلمٌ وَآدابٌ وَصُحبَةُ ماجِدِ
وَإِن قيلَ في الأَسفارِ ذُلٌّ وَمِحنَةٌ
وَقَطعُ الفَيافي وَاِكتِسابُ الشَدائِدِ
فَمَوتُ الفَتى خَيرٌ لَهُ مِن حَياتِهِ
بِدارِ هَوانٍ بَينَ واشٍ وَحاسِدِ",4
ولما التقى الأجسام من غير ريبة,طويل,"ولمَّا التقى الأجسامُ من غير ريبَةٍ
وقَد تَلِفَتْ بالشوقِ فيهِنَّ أَنفُسُ
جنينا ولم تُنْسَبْ إلينا جنايةٌ
ثمارَ نعيمٍ تُجْتَنَى حين تُغْرَسُ
ولمّا اسْتَقَلّ النجم يَرْفَعُ رايةً
يحلّ بها نُورٌ ويرحلُ حِنْدِسُ
تنهّدْتُ مرتاعَ الفؤادِ وإنّما
تنهدتُ للصبح الّذي يَتَنَفَّسُ
فيا صُبْحُ لا تُقْبِلْ فإنّكَ مُوحِشٌ
ويا لَيلُ لا تُدبِر فإنّكَ مؤنِسُ",5
الكني إلى المعني بالنحو واللغى,طويل,"الكني إلَى المَعني بالنَّحوِ واللُّغَى
سَلاَماً يُحَاكِى طَعمَ صَهبَاءَ قَرقَفِ
ويَحكِي أرِيجَ الرندِ والمِسكِ عَرفُهُ
لِطِيبِ الشَّذَا إِن لاَحَ مِ الطِّيبِ يُعرَفِ
فَمُوجِبُهُ أن التِّنَاوةَ دُجيَةٌ
تَرِينُ عَلَى نُورِ الحِجَا لَم تَكَشَّفِ
وَقَد كَانَ في التَّمرِينِ مُدوِسُ رَيبها
مِرَاءَ الحِجَا تَصفُو بِهِ فَتُرِى الخفي
فَمَا اسمٌ تَحَلَّى بِانصِرَافٍ وَضِدِّهِ
ولَم يَكُ يَعلُو عَن ثَلاثَةِ أحرُفِ
عَلَى الفَتحِ قَد ضَمَّ البِنَاءَ مَعَ البِنَا
عَلَى الضَّمّش وهو الأصلُ دُونَ تَوَقُّفِ
ابَنَّ بِنَاءَاهُ بِهِ مع صَرفِهِ
فَلَيسَ لِكُلٍّ سَاعَةٍ مِن تَخلٌّفِ
وَيُبدَلُ إبدَالاً رآهُ الأُلى مَضَوا
نُحَاةً ثَقِيلاً مَالَهُ مِن تَخفُّفِ
ولَكِنَّ نُحَاةَ العَصرِ هَذَا يَرَونَهُ
خَفِيفاً لهُ أهلُ الفَصَاحَةِ تَصطفي
وقَد جَاءَ هَذَا في الظُّرُوفِ مَُخَبَّاً
فَمَهمَا تُطَالِعهَا الجَنَى مِنهُ تقطِفِ",10
لقد لذ لي هذا الكتاب وشرحه,طويل,"لَقَدْ لَذَّ لي هذا الكتابُ وشرحُهُ
أنيقٌ ومعناه أراقَ لمسمعي
يفوقُ كلامَ الخَلْقِ طُرَاً كلامُه
فطوبى لمن يتلوه ثم لمن يعي
عن المصطفى يَرْوي حديثاً مُصَحّحاً
فيا ليتَه طولَ الزمانِ بِمَضْجَعِي",3
ولو كنت ذا عقل رجحت ولم تكن,طويل,"وَلَو كُنتَ ذا عَقلٍ رَجَحتَ وَلَم تَكُن
لِتَبطَرَ بِالنَعما وَلَو نِلتَ مَرْغَبا
فَيا غَضّ نَبتٍ حَرَّكتهُ مِنَ الصّبا
نَفيحةُ ريحٍ فَالتَوى مُتَقَلِّبا
مَتى كُنتُ عَدلَ الطودِ مِن آلِ مالِكٍ
وَهَل ضَرعٌ شَختٌ يُعادِلُ أَغلَبا",3
ثقيل لو أن الأرض تعقل صاحبى,طويل,"ثقيلٌ لو أنّ الأرض تعقل صاحبى
أبتْ طاعةً للَّه أن يطأَ الأرضَا
ولو أنَّ نار اللَّهِ تعلمُ أنّه
لهَا أقسمت باللَّهِ لست به أَرْضَى
ومن ضاقتِ الدنيا على جلسائِه
بأخلاقه السوءَى وصارُوا به مَرضَى
مللت حياتى منه والأجرَ والورَى
وصحبى وكلَّ الخلقِ والطولَ والعرضَا",4
أبا صالح جاءت على الناس غفلة,طويل,"أَبا صالحٍ جاءَتْ على الناسِ غَفلةٌ
على غفلةٍ بانَتْ بكلِّ كريمِ
فليتَ الأُلى باتُوا يُفادونَ بالأُلى
أقامُوا فيُفدَى ظاعِنٌ بمُقيمِ
ويا ليْتَها الكُبرى فُتطوى سَماؤُنَا
لها وتُمدُّ الأَرضُ مدَّ أَديمِ
فما الموتُ إلا عيشُ كل مُبخَّلٍ
وما العَيشُ إلا موتُ كلِّ ذَميمِ",4
إلى أى حين أنت ضارب غمرة,طويل,"إِلَى أَىِّ حِينٍ أَنتَ ضَارِبُ غَمرَةٍ
مِنَ الجَهلِ لاَ يُسلِيكَ نَأيٌ وَلاَ قُربُ
تَهِيمُ بِلَيلَى لاَ نَوَالٌ تُنِيلُهُ
وَلاَ رَاحَةٌ مِمّن تَذُكُّرُهُ نَصبُ
هَوَاها هَوىً قَد عَادَ مَكنُونُهُ جَوىً
ومَرعىً لِبَاغِى الخَيرِ مِن وَصلِهَا جَدبُ
وهَجرُ سُلَيمَى مُستَبِينٌ طرِيقُهُ
وَمَسلَكُهُ وَعرٌ إِذا رُمتَهُ صَعبُ
لَوَ أَنَّ سُلَيمَى يُعقِبُ البُخلَ جُودُها
كَما لِسُلَيمَى مِن مَوَدَّتِهَا عَقبُ
وَعَائِبَةٍ سَلمَى إِلَينا وَمَالَنَا
إِلَيها سِوَى الوَصلِ الَّذِى بَينَنا ذَنبُ
وَمَا تَستَوِى سَلمَى وَلاَ مَن يَعِيبُهَا
إِلَينا كَما لاَ يسَتَوِى المِلحُ وَالعَذبُ",7
إلى الله أشكو من زمان محارب,طويل,"إلى اللّه أشكو من زمان محارب
معاد لأمجاد كرام أطايب
عفونا عن الأيام كل النوائب
فلا تخش منا بعدها عتب عاتب
فقد حان لي منها الذي كنت أبتغي
ووافى ربانا خير خل وصاحب
فإن كان هذا الدهر قد جاء تائباً
قبلنا قبلنا منه توبة تائب
وأتحفني من صعدة بأحبتي
وأنَّسَني في غربتي بالأطائب
رأى أنه قد حال بين أحبتي
بصنعا وبين بالنوى والنوائب
فأبدلني لما رثى لي ورق لي
نجل كريم الأصل زاكي المناصب
سلوت به عن ذكر صنعا وأهلها
وعديتها للدهر إحدى المناقب
نظامك وافاني فكان لمهجتي
ألذ وأحلى من لقاء الكواعب
وصفت به حال الزمان وأهله
ولا عجب فالدهر جم العجائب
وما هذه الأيام إلا مناهل
مكدرة هيهات تصفو لشارب
إذا ما صفت يوماً تكدر صفوها
شهوراً وأعواماً بهذي الشوائب
فصبراً على فقد الأحبة والنوى
ستحمد عقبى الصبر من كل غائب
فعما قريب تطلع الشمس بالهنا
وتكشف عنا غيم هذي السحائب",14
